Mesh,Class,Area,Volume,Compactness,Diameter,Sphericity,Eccentricity,Rectangularity,Convex Hull area,Convex Hull volume,Convex Hull V/S ratio,Hull Facets num,Convex Hull compactness,a3_bin1,a3_bin2,a3_bin3,a3_bin4,a3_bin5,a3_bin6,a3_bin7,a3_bin8,a3_bin9,a3_bin10,d1_bin1,d1_bin2,d1_bin3,d1_bin4,d1_bin5,d1_bin6,d1_bin7,d1_bin8,d1_bin9,d1_bin10,d2_bin1,d2_bin2,d2_bin3,d2_bin4,d2_bin5,d2_bin6,d2_bin7,d2_bin8,d2_bin9,d2_bin10,d3_bin1,d3_bin2,d3_bin3,d3_bin4,d3_bin5,d3_bin6,d3_bin7,d3_bin8,d3_bin9,d3_bin10,d4_bin1,d4_bin2,d4_bin3,d4_bin4,d4_bin5,d4_bin6,d4_bin7,d4_bin8,d4_bin9,d4_bin10
222.off,Fish,-0.7572772961283911,-0.4533888480122055,-0.6254749087667494,-0.6158948161336943,0.9132734454390591,-0.09969837677647113,-0.024691580438926962,-1.1099715865076218,-0.9329574921994946,-0.9865078823786974,-0.4121879688306855,0.1327237704989538,0.20960666666666666,0.21695,0.13198,0.09153333333333333,0.07714,0.07024666666666668,0.07299666666666668,0.06894666666666667,0.04549333333333333,0.015106666666666666,0.00787,0.3119633333333333,0.3057166666666667,0.16410666666666668,0.15825333333333333,0.05209,0.0,0.0,0.0,0.0,0.11835333333333335,0.28513,0.2338,0.16563666666666665,0.11247,0.05958666666666668,0.02483,0.00019333333333333333,0.0,0.0,0.09135666666666667,0.3841833333333333,0.39025,0.12170666666666667,0.012446666666666668,5.6666666666666664e-05,0.0,0.0,0.0,0.0,0.17255,0.6962733333333333,0.1306,0.0005766666666666666,0.0,0.0,0.0,0.0,0.0,0.0
223.off,Fish,-0.6067870343684449,-0.4238032871703045,-0.5232436116087481,-0.6875941298335712,0.19013389180896312,-0.21135140456363355,-0.5081365831963551,-0.9435658943206068,-0.7493011702844111,-0.4761241517944829,-0.6767184348470008,-0.4141874280093879,0.15985666666666667,0.20698333333333327,0.16309333333333334,0.1303,0.10041666666666668,0.07672000000000001,0.06481666666666666,0.05209,0.03345333333333333,0.01227,0.02615,0.34549,0.3383966666666667,0.14338333333333333,0.11429,0.03229,0.0,0.0,0.0,0.0,0.10684333333333333,0.2989033333333333,0.3068233333333333,0.14906333333333333,0.09302666666666666,0.033589999999999995,0.01157,0.00018,0.0,0.0,0.08607000000000001,0.37449666666666653,0.3907233333333333,0.13884333333333335,0.009866666666666666,0.0,0.0,0.0,0.0,0.0,0.16627333333333333,0.6592866666666667,0.17259000000000002,0.00185,0.0,0.0,0.0,0.0,0.0,0.0
224.off,Fish,-0.7845465589425871,-0.4896300789315629,-0.5804927208981003,-0.7465964844875109,0.5173558990028462,0.09795766863441496,-0.0752724852661303,-1.2929328432591671,-1.007352217604633,-1.0842102257600241,-0.20644205081799585,0.07719620644841448,0.22769,0.20621,0.12608333333333333,0.09135333333333333,0.07741333333333332,0.06705333333333334,0.06501333333333334,0.06688999999999999,0.05334333333333333,0.01895,0.041280000000000004,0.31818,0.31022,0.15716333333333332,0.11319333333333335,0.05996333333333333,0.0,0.0,0.0,0.0,0.12976666666666667,0.3251366666666667,0.22346999999999997,0.15063666666666667,0.09115666666666666,0.058073333333333324,0.02134666666666667,0.0004133333333333333,0.0,0.0,0.1082,0.44242,0.37888,0.06921666666666666,0.0012833333333333336,0.0,0.0,0.0,0.0,0.0,0.22275999999999999,0.7234866666666666,0.05375333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.off,Fish,-0.6644596377689298,-0.4485538106885044,-0.5337473592901557,-0.7603878030019658,0.24018634333573494,-0.3093545138655205,-0.4432557679104462,-1.0419469383108204,-0.8103592222049479,-0.5667211311267815,-0.3240111468252471,-0.3991926444891018,0.16661333333333336,0.20604666666666666,0.15785333333333335,0.12751666666666667,0.09985333333333334,0.07663666666666667,0.06459,0.05339,0.03574,0.01176,0.02963,0.37743666666666653,0.3094766666666667,0.15592,0.08591,0.04162666666666666,0.0,0.0,0.0,0.0,0.11277666666666665,0.3217,0.28329,0.14577666666666667,0.09223333333333332,0.03178333333333333,0.012316666666666668,0.00012333333333333334,0.0,0.0,0.09039,0.4027633333333333,0.38761,0.11029666666666668,0.008926666666666666,1.3333333333333333e-05,0.0,0.0,0.0,0.0,0.17573,0.6797033333333333,0.14386333333333334,0.0007033333333333334,0.0,0.0,0.0,0.0,0.0,0.0
226.off,Fish,-0.7561391082282356,-0.4538099123681265,-0.623656147254807,-0.5738197442015036,0.8936510106306175,-0.07078162657159258,0.16082783219885385,-1.202491990625835,-0.9359296689062524,-0.8695585142469868,0.2932266072128219,-0.17750681809132116,0.21458666666666668,0.21901333333333334,0.12827,0.08886000000000001,0.07359333333333333,0.06712666666666668,0.06940333333333333,0.07415,0.05304333333333333,0.011953333333333331,0.015156666666666669,0.35328000000000004,0.25321666666666665,0.16845333333333334,0.17964000000000002,0.03025333333333333,0.0,0.0,0.0,0.0,0.12376,0.2953,0.2414,0.15522,0.10561666666666666,0.05546,0.022766666666666668,0.0004766666666666667,0.0,0.0,0.09066,0.40005999999999997,0.4142533333333333,0.09465,0.00037666666666666653,0.0,0.0,0.0,0.0,0.0,0.19575666666666666,0.7301866666666667,0.07399666666666667,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0
227.off,Fish,-0.7561391082282356,-0.4538099123681265,-0.623656147254807,-0.5738197442015036,0.8936510106306175,-0.07078162657159258,0.16082783219885385,-1.202491990625835,-0.9359296689062524,-0.8695585142469868,0.2932266072128219,-0.17750681809132116,0.21544000000000002,0.21961666666666665,0.12822333333333333,0.08771666666666668,0.07312333333333333,0.06732333333333332,0.06824,0.07493666666666668,0.05324666666666666,0.012133333333333331,0.015376666666666669,0.35157,0.2541266666666667,0.16839333333333334,0.18003333333333332,0.0305,0.0,0.0,0.0,0.0,0.12282333333333335,0.29562,0.2415933333333333,0.15538666666666667,0.10599666666666667,0.055413333333333335,0.02271333333333333,0.0004533333333333333,0.0,0.0,0.09036666666666666,0.40209,0.4135,0.09364333333333333,0.0004,0.0,0.0,0.0,0.0,0.0,0.19666666666666666,0.7301,0.07315333333333332,8e-05,0.0,0.0,0.0,0.0,0.0,0.0
228.off,Fish,-0.7052610585689074,-0.432468611254799,-0.610971610690533,-0.602346572629255,0.7665350413988598,-0.0867969442839679,-0.12948410769891822,-0.9432958183769456,-0.8331209346874227,-0.7970447519681918,-0.4709725168343111,-0.011139306312018028,0.20505333333333334,0.21127666666666667,0.13658666666666666,0.09853333333333332,0.08101,0.07302666666666667,0.07062666666666667,0.06561333333333333,0.04389,0.014383333333333331,0.0038166666666666666,0.27826999999999996,0.33116666666666666,0.17336,0.14625,0.06713666666666666,0.0,0.0,0.0,0.0,0.11347666666666667,0.27855,0.2311866666666667,0.16555666666666666,0.11531333333333335,0.06710666666666666,0.028419999999999997,0.00039,0.0,0.0,0.08408,0.36506666666666665,0.3946233333333333,0.13973666666666668,0.016396666666666667,9.666666666666668e-05,0.0,0.0,0.0,0.0,0.16210333333333332,0.68198,0.15504666666666667,0.0008699999999999999,0.0,0.0,0.0,0.0,0.0,0.0
229.off,Fish,-0.7413973428533279,-0.443730118669059,-0.6264664552760939,-0.6322335439120923,0.9241307463303426,-0.1582693204977669,0.029454190223161408,-1.080456092894767,-0.9183953656291616,-0.962536915181438,0.14626523720375784,0.12351825945481308,0.20015666666666668,0.21787666666666666,0.13795,0.09595,0.08046333333333333,0.07208666666666666,0.06937,0.06741333333333334,0.04505666666666667,0.013676666666666669,0.0010433333333333334,0.3226733333333333,0.3277966666666667,0.15254,0.15734,0.03860666666666666,0.0,0.0,0.0,0.0,0.1183,0.2860933333333333,0.2463266666666667,0.16457,0.11164333333333333,0.05169666666666667,0.021036666666666662,0.0003333333333333333,0.0,0.0,0.08882333333333334,0.38461999999999996,0.39916999999999997,0.12010666666666668,0.00728,0.0,0.0,0.0,0.0,0.0,0.17208666666666667,0.6992466666666667,0.12836666666666666,0.0003,0.0,0.0,0.0,0.0,0.0,0.0
230.off,Fish,-0.4843919405916805,-0.2929166773005158,-0.6147936389141448,-0.6685247061997805,0.8031399163275663,-0.2229414000346419,-0.07857638833693004,-0.5603384403960466,-0.5440720718698312,-0.3162702411753748,0.4989725252255116,-0.3083681387800283,0.17167000000000002,0.20558666666666667,0.15703666666666666,0.11401333333333333,0.09641333333333334,0.08631666666666668,0.07088333333333334,0.056126666666666665,0.03284,0.009113333333333331,0.01867,0.15212666666666666,0.36551,0.17901666666666666,0.18249666666666667,0.10217999999999999,0.0,0.0,0.0,0.0,0.08880333333333333,0.22441333333333333,0.23217,0.17984666666666665,0.15467666666666666,0.08006666666666666,0.03948,0.0005433333333333334,0.0,0.0,0.05517999999999999,0.2647633333333333,0.3753033333333333,0.22431666666666664,0.06656000000000001,0.013083333333333334,0.0007933333333333332,0.0,0.0,0.0,0.10417333333333334,0.5018266666666666,0.3693833333333333,0.024480000000000002,0.00013666666666666666,0.0,0.0,0.0,0.0,0.0
231.off,Fish,-0.6616197248232615,-0.4202479308851215,-0.5896879348152512,-0.6949070293054661,0.5854244157663104,-0.1863874842295072,-0.2666670907566553,-1.0115117680853187,-0.8497651519317629,-0.7715525499612025,0.02869614119650661,-0.11933319848410785,0.17736666666666667,0.21120666666666665,0.15257,0.11431666666666665,0.09185666666666667,0.07587,0.067,0.057656666666666676,0.03922333333333333,0.012933333333333331,0.01036,0.3585033333333333,0.3240333333333333,0.15398,0.10086333333333332,0.05226,0.0,0.0,0.0,0.0,0.10722333333333334,0.3053033333333333,0.2803966666666667,0.15714666666666666,0.08564333333333334,0.04708333333333333,0.01699,0.00021333333333333333,0.0,0.0,0.08595,0.3785633333333333,0.40346666666666653,0.125,0.00702,0.0,0.0,0.0,0.0,0.0,0.16245333333333334,0.6801,0.15686333333333333,0.0005833333333333334,0.0,0.0,0.0,0.0,0.0,0.0
232.off,Fish,-0.7428095768466839,-0.4677687486764765,-0.5821544403706345,-0.6528644602848281,0.5292586685835148,0.1615440101730677,0.1612459138578411,-1.2079434503000728,-0.9735429568724948,-1.0384535480518309,0.5283647992273244,0.10547900902574704,0.21311999999999998,0.21380666666666667,0.13065333333333334,0.09342333333333333,0.07782666666666667,0.06945,0.06739333333333332,0.067,0.04936666666666667,0.01796,0.038123333333333335,0.39087333333333335,0.22891,0.14604333333333333,0.13121666666666668,0.06483333333333334,0.0,0.0,0.0,0.0,0.12260666666666667,0.3116333333333333,0.24442666666666665,0.14910333333333334,0.0993,0.04772333333333333,0.02449666666666667,0.0007099999999999999,0.0,0.0,0.10112333333333333,0.42639333333333335,0.37371,0.09677333333333334,0.002,0.0,0.0,0.0,0.0,0.0,0.21221666666666664,0.72043,0.06735,3.3333333333333333e-06,0.0,0.0,0.0,0.0,0.0,0.0
233.off,Fish,-0.1832435940180369,-0.12507569792233075,-0.5774151245964788,-0.7458115747579417,0.4957513700039406,-0.5287986605332726,-0.30388138200184306,-0.4392181458939352,-0.32154056894805244,0.16461380420885888,-0.3240111468252471,-0.6193746671194847,0.11812333333333333,0.19214,0.18835333333333332,0.16613,0.12738333333333332,0.08526666666666667,0.05855,0.03677333333333333,0.02046,0.0068200000000000005,0.0,0.14313333333333333,0.47958999999999996,0.2831166666666667,0.04473,0.04943,0.0,0.0,0.0,0.0,0.07349,0.21505333333333332,0.31138000000000005,0.2437233333333333,0.09790666666666667,0.04674333333333333,0.01151,0.00019333333333333333,0.0,0.0,0.0474,0.24464,0.3854033333333333,0.2553666666666667,0.06288666666666666,0.0043033333333333335,0.0,0.0,0.0,0.0,0.08133333333333333,0.4454033333333333,0.4294766666666667,0.04367666666666667,0.00011,0.0,0.0,0.0,0.0,0.0
234.off,Fish,-0.5008879161482691,-0.3484961245081397,-0.5565813508935893,-0.6410935774503973,0.3630411443358817,-0.2928589926150762,-0.3927274783331236,-0.8080306677394994,-0.6557340550090709,-0.33730458026128474,-0.5591493388397495,-0.4491643424194793,0.14164666666666667,0.2064,0.17396666666666666,0.14065666666666668,0.10566333333333333,0.08114,0.06350666666666667,0.05003666666666667,0.02905,0.007933333333333334,0.010026666666666666,0.3301433333333333,0.35731999999999997,0.16218666666666667,0.08726,0.05306333333333333,0.0,0.0,0.0,0.0,0.09596333333333333,0.26227666666666666,0.3350733333333333,0.17130333333333336,0.08942666666666667,0.031716666666666664,0.013913333333333331,0.0003266666666666667,0.0,0.0,0.06822333333333333,0.32585,0.4135466666666667,0.17538333333333336,0.01693333333333334,6.333333333333332e-05,0.0,0.0,0.0,0.0,0.13031666666666664,0.6101833333333333,0.25589,0.00361,0.0,0.0,0.0,0.0,0.0,0.0
235.off,Fish,-0.7594527833194967,-0.476580464741074,-0.5815275815830515,-0.6588684337676032,0.5247486100389099,0.0012428159993804909,-0.20913497840463288,-1.2027255619220136,-0.9616516037472336,-0.9898328833020994,-0.5591493388397495,0.019649082612946768,0.20827666666666667,0.21383333333333326,0.13245666666666667,0.09722666666666667,0.08101666666666668,0.06977333333333334,0.06875666666666666,0.06557333333333333,0.04723,0.015856666666666668,0.02956333333333333,0.3511766666666667,0.29479666666666665,0.17645333333333332,0.10457333333333334,0.043436666666666665,0.0,0.0,0.0,0.0,0.12635666666666667,0.32154,0.2442466666666667,0.15379333333333334,0.08877333333333333,0.05,0.014933333333333331,0.00035666666666666664,0.0,0.0,0.10397999999999999,0.42722666666666653,0.39175666666666653,0.07464,0.002396666666666667,0.0,0.0,0.0,0.0,0.0,0.20872666666666667,0.7196466666666667,0.0716,2.666666666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0
236.off,Fish,-0.8021180629139006,-0.5121892988620095,-0.5391128400549962,-0.7185263167558763,0.2672255024243126,0.21145473470364326,-0.27342772023783396,-1.2799320979917388,-1.0082359082523071,-1.1071898229814523,-0.500364790836124,0.14406961881230204,0.2387866666666667,0.20317000000000002,0.12062,0.08767,0.07264,0.06599,0.06549333333333332,0.06818333333333333,0.05549333333333333,0.02195333333333333,0.04980333333333333,0.3162466666666667,0.30435,0.15334333333333333,0.11977,0.05648666666666665,0.0,0.0,0.0,0.0,0.13737,0.3179266666666667,0.22026666666666667,0.15060666666666667,0.09444666666666666,0.059146666666666674,0.01992,0.00031666666666666665,0.0,0.0,0.11915999999999999,0.4525966666666666,0.36135666666666666,0.06557333333333333,0.0013133333333333332,0.0,0.0,0.0,0.0,0.0,0.2544866666666667,0.69755,0.04796333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237.off,Fish,-0.8648008255278816,-0.5354425524986604,-0.5552603660036123,-0.7420705288020125,0.3553447323203555,0.4584444468883335,0.008551916669779327,-1.4102266300017925,-1.0773760794000546,-1.2947801115788984,-0.0006961328053061961,0.37942787757580543,0.2599033333333333,0.20235333333333333,0.10951666666666666,0.07751,0.06667333333333332,0.061343333333333326,0.06494666666666668,0.07069666666666667,0.0614,0.025656666666666668,0.08087333333333334,0.3090433333333333,0.27884000000000003,0.15680333333333332,0.12814,0.0463,0.0,0.0,0.0,0.0,0.14986333333333332,0.3224333333333333,0.21510666666666667,0.14720999999999998,0.09299333333333333,0.052956666666666666,0.01935,8.666666666666667e-05,0.0,0.0,0.13742333333333334,0.4942466666666666,0.32896,0.03929333333333333,7.666666666666667e-05,0.0,0.0,0.0,0.0,0.0,0.3083233333333333,0.6772033333333334,0.014473333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238.off,Fish,-0.7846110017715581,-0.4963779307574532,-0.5626659935215594,-0.7005245676296168,0.3995330322372269,0.12597423779405306,-0.0738032209746058,-1.2403203216320584,-0.9896226908118384,-1.0705734055860885,-0.4415802428324983,0.12524555130678686,0.2335966666666667,0.20929666666666666,0.11944666666666667,0.08822333333333332,0.07390333333333332,0.06537333333333334,0.06576666666666668,0.06852000000000001,0.055413333333333335,0.02046,0.050289999999999994,0.3366833333333333,0.28110999999999997,0.14878666666666668,0.11582333333333332,0.06730666666666668,0.0,0.0,0.0,0.0,0.13158666666666666,0.32038,0.22385333333333327,0.15516666666666667,0.08682666666666666,0.06031333333333332,0.02156333333333333,0.00031,0.0,0.0,0.11272,0.44777666666666666,0.36696,0.07121,0.0013333333333333333,0.0,0.0,0.0,0.0,0.0,0.24266999999999997,0.7039,0.0534,2.9999999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0
239.off,Fish,-0.776898397843573,-0.4776271036301714,-0.5994192745881983,-0.7825647338385616,0.6637910465333092,0.24796168631989995,0.2826646619807006,-1.3886103669589247,-1.0554578591116577,-1.2016478234686196,0.7635029912418269,0.1809843498533346,0.20424,0.21627,0.13718333333333332,0.09657,0.07931333333333332,0.07029666666666666,0.06737666666666668,0.06441000000000001,0.04816666666666667,0.016173333333333338,0.046713333333333336,0.42499,0.22124000000000002,0.1584,0.10901666666666666,0.039639999999999995,0.0,0.0,0.0,0.0,0.13089,0.3297966666666667,0.2579566666666667,0.14260666666666666,0.08656666666666668,0.037283333333333335,0.01475,0.00015,0.0,0.0,0.10732,0.4620766666666667,0.3682633333333333,0.061893333333333335,0.0004466666666666666,0.0,0.0,0.0,0.0,0.0,0.2318,0.7441533333333333,0.024046666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240.off,Fish,-0.5762062421378289,-0.3789939214705755,-0.5774046291728318,-0.6445636396123993,0.49567865109092696,-0.14806676438726676,-0.17097065669210462,-0.8954780682326359,-0.8154162007065158,-0.7911604742580662,-0.2652265988216215,0.028417916932628868,0.16622,0.20859,0.16007000000000002,0.12162333333333332,0.09741333333333334,0.07781666666666667,0.06727333333333334,0.05484333333333333,0.03472,0.01143,0.011216666666666666,0.29381999999999997,0.3935166666666667,0.15537333333333336,0.09230333333333332,0.053770000000000005,0.0,0.0,0.0,0.0,0.10388666666666667,0.2784033333333333,0.29832,0.17212,0.08678666666666666,0.04484,0.015343333333333334,0.0003,0.0,0.0,0.07977000000000001,0.3523,0.3942433333333333,0.15677666666666668,0.016886666666666668,2.3333333333333332e-05,0.0,0.0,0.0,0.0,0.14897333333333335,0.6525433333333334,0.19615,0.0023333333333333327,0.0,0.0,0.0,0.0,0.0,0.0
381.off,FourLeg,-0.230488295886132,-0.10892971149009363,-0.6169188689350529,-0.2619111820470933,0.8241056159254814,-0.3742811706703889,0.22303829394170727,-0.0861310874679917,-0.14103441243976095,0.16063428527490278,-0.5297570648379367,-0.4614518674340373,0.14793666666666666,0.21065666666666666,0.16552999999999998,0.12845,0.10853666666666667,0.08756333333333334,0.06831,0.04848333333333334,0.02685,0.0076833333333333345,0.0,0.14952000000000001,0.3164066666666667,0.2559566666666667,0.21942666666666666,0.05869,0.0,0.0,0.0,0.0,0.0717,0.20210999999999998,0.2371966666666667,0.2260333333333333,0.14186333333333334,0.07781666666666667,0.042230000000000004,0.00105,0.0,0.0,0.043083333333333335,0.21864,0.3648766666666667,0.2691666666666667,0.08886000000000001,0.015076666666666669,0.00029666666666666665,0.0,0.0,0.0,0.08388,0.4374133333333333,0.4329933333333333,0.0457,1.3333333333333333e-05,0.0,0.0,0.0,0.0,0.0
382.off,FourLeg,-0.239013568038766,-0.23912118954698686,-0.48904248630386,-0.12699808939925886,0.04952233376920517,-0.3371542308862673,0.042204500698486365,-0.4495962835329144,-0.4461078993271734,-0.17270684732689598,-0.6179338868433751,-0.37687668929173207,0.15317333333333333,0.20768666666666666,0.16859333333333335,0.12589,0.10126333333333333,0.08504333333333333,0.07074,0.04989333333333333,0.028466666666666668,0.00925,0.012209999999999999,0.24165666666666666,0.28958,0.2371233333333333,0.19529666666666667,0.02413333333333333,0.0,0.0,0.0,0.0,0.08796,0.2373166666666667,0.24423666666666666,0.24470666666666666,0.11369333333333333,0.05021333333333333,0.021456666666666662,0.0004166666666666667,0.0,0.0,0.062229999999999994,0.2872866666666667,0.37808,0.20596666666666666,0.058746666666666676,0.007690000000000001,0.0,0.0,0.0,0.0,0.13181333333333334,0.5419333333333334,0.30318666666666666,0.022896666666666662,0.00016999999999999999,0.0,0.0,0.0,0.0,0.0
383.off,FourLeg,-0.1828366697916688,-0.14779561112947007,-0.5562905250321262,-0.1823064639746093,0.36133996340637065,-0.3604637394207654,0.5158437384140482,-0.13612683118688446,-0.18553813804142574,0.11511081513023368,-0.4415802428324983,-0.4506166231125427,0.16470666666666667,0.21209333333333333,0.14262,0.12195999999999999,0.11343666666666667,0.08848666666666667,0.06903666666666666,0.05005,0.028946666666666662,0.008663333333333334,0.0,0.15838666666666668,0.19831666666666667,0.21828333333333333,0.35944,0.06557333333333333,0.0,0.0,0.0,0.0,0.06986666666666666,0.20541333333333334,0.21921,0.19349,0.12655,0.10455333333333333,0.07936333333333333,0.0015533333333333336,0.0,0.0,0.04091,0.20653666666666667,0.3396133333333333,0.30529666666666666,0.09606666666666666,0.01154333333333333,3.333333333333333e-05,0.0,0.0,0.0,0.08055,0.42546666666666666,0.4408733333333333,0.05310666666666667,3.3333333333333333e-06,0.0,0.0,0.0,0.0,0.0
384.off,FourLeg,-0.5499963948221508,-0.4205039818910343,-0.4602626834247122,-0.8012375462940751,-0.04778306539239264,-0.15211830491333495,-0.021761713851118775,-0.5860936479515673,-0.6012845128643209,-0.4572098782534376,-0.5885416128415624,-0.17155126882494456,0.17086333333333334,0.20634333333333327,0.15463333333333334,0.11901333333333332,0.09926,0.0827,0.06920666666666668,0.05405666666666667,0.03412,0.009803333333333334,0.035956666666666665,0.19693333333333327,0.2944866666666667,0.2553566666666667,0.21625,0.0010166666666666666,0.0,0.0,0.0,0.0,0.09536666666666667,0.2474966666666667,0.23033666666666666,0.21727,0.12946666666666667,0.06627666666666666,0.013773333333333334,1.3333333333333333e-05,0.0,0.0,0.06545333333333334,0.3059866666666667,0.3926766666666667,0.18003666666666668,0.05174666666666667,0.0041,0.0,0.0,0.0,0.0,0.14146,0.5995033333333334,0.25146,0.007576666666666666,0.0,0.0,0.0,0.0,0.0,0.0
385.off,FourLeg,-0.3036219415708825,-0.2901804713143893,-0.4660065118105544,-0.7636512820357367,-0.029645488025379262,-0.12813903731230872,-0.058477660153606614,-0.2072375349182184,-0.3653259357251224,-0.2456044101027717,-0.5885416128415624,-0.16250554411883605,0.16831666666666667,0.20235333333333333,0.15719333333333332,0.12467333333333333,0.10256666666666668,0.08463999999999999,0.06620666666666666,0.05120666666666666,0.032293333333333334,0.01055,0.006403333333333333,0.2271633333333333,0.19652666666666666,0.2487766666666667,0.26453666666666664,0.056593333333333336,0.0,0.0,0.0,0.0,0.08217333333333332,0.20694666666666667,0.22549,0.23138666666666666,0.13200666666666666,0.07936,0.04260666666666667,2.9999999999999997e-05,0.0,0.0,0.04781666666666667,0.25095,0.37061666666666665,0.2272366666666667,0.08054666666666667,0.02200333333333333,0.0008300000000000001,0.0,0.0,0.0,0.11710333333333335,0.5200166666666667,0.34456,0.01832,0.0,0.0,0.0,0.0,0.0,0.0
386.off,FourLeg,-0.033829624612971634,-0.1129934974773624,-0.4882813742489173,1.1646350487638544,0.04672819106368227,-0.4611608430458998,-0.5387548653828732,0.6959694197091503,0.5418545777205875,0.6546578591317476,-0.9118566268615032,-0.4923460268307384,0.14418333333333333,0.19153666666666666,0.17052333333333333,0.14790666666666666,0.12076333333333332,0.08879666666666666,0.061213333333333335,0.042230000000000004,0.024556666666666668,0.00829,0.00868,0.07702,0.2725766666666667,0.2401033333333333,0.30584666666666666,0.09577333333333334,0.0,0.0,0.0,0.0,0.06642999999999999,0.17814000000000002,0.1871,0.19457666666666668,0.19745666666666667,0.14132,0.030186666666666667,0.00479,0.0,0.0,0.04080333333333333,0.19544333333333333,0.2925133333333333,0.2519766666666667,0.14751,0.061646666666666676,0.009943333333333334,0.00016333333333333334,0.0,0.0,0.07337333333333332,0.36917,0.4122733333333333,0.13191666666666665,0.013080000000000001,0.00018666666666666666,0.0,0.0,0.0,0.0
387.off,FourLeg,-0.21936211489513985,-0.24983877171880506,-0.4539308172815608,-0.689808248148848,-0.06710850412668648,-0.06579903665521276,0.4748757390560507,-0.6369550824545184,-0.6768956533693946,-0.6306740701069439,-0.5297570648379367,0.02016125361898532,0.16975333333333334,0.20273666666666668,0.15915333333333334,0.12379666666666668,0.09554333333333333,0.08147666666666667,0.06736333333333333,0.05357333333333333,0.03531666666666667,0.011286666666666669,0.024903333333333333,0.2386166666666667,0.2965833333333333,0.22921,0.19884333333333332,0.011843333333333334,0.0,0.0,0.0,0.0,0.10318333333333334,0.22666666666666666,0.2520966666666667,0.23868000000000003,0.11147,0.049510000000000005,0.01822,0.00017333333333333334,0.0,0.0,0.06957666666666666,0.32306999999999997,0.36835999999999997,0.18118,0.050293333333333336,0.007520000000000001,0.0,0.0,0.0,0.0,0.15187333333333333,0.61446,0.23243000000000003,0.0012366666666666667,0.0,0.0,0.0,0.0,0.0,0.0
388.off,FourLeg,-0.22329423240089094,-0.20592550525666026,-0.5212694870585695,-0.10845588637382757,0.18112664635387615,-0.34447295634426617,-0.01034752040775705,-0.11353247215862088,-0.1546533031752328,0.1618340683396224,-0.3827956948288727,-0.4743729503291434,0.14168333333333333,0.2048,0.16423666666666667,0.13915333333333332,0.12100666666666668,0.09125,0.06423333333333334,0.04223333333333333,0.02398666666666667,0.007416666666666667,0.014543333333333332,0.12299333333333333,0.24548666666666666,0.3183633333333333,0.2649133333333333,0.0337,0.0,0.0,0.0,0.0,0.06844333333333333,0.20153333333333331,0.22041999999999998,0.25497,0.12383,0.10422333333333332,0.026226666666666662,0.0003533333333333333,0.0,0.0,0.03911666666666667,0.21090333333333333,0.3503,0.28224,0.10103999999999999,0.01625,0.00015,0.0,0.0,0.0,0.08506333333333334,0.43103,0.4253266666666667,0.05851,7e-05,0.0,0.0,0.0,0.0,0.0
389.off,FourLeg,-0.10655635606958548,-0.2573076726041943,-0.3172383384980789,-0.6940602095439015,-0.3643899466336583,-0.3375554174544721,-0.015937891962525597,-0.4311805003545462,-0.43029891666522624,-0.15179189335210302,-1.0000334488669416,-0.3849044603924771,0.15258333333333332,0.20703000000000002,0.16706333333333334,0.1288,0.10281666666666668,0.08441333333333334,0.06700333333333333,0.050363333333333336,0.030096666666666667,0.00983,0.03305,0.26505,0.2589833333333333,0.22105,0.21036,0.011506666666666669,0.0,0.0,0.0,0.0,0.08871666666666668,0.2322233333333333,0.2580666666666667,0.24398000000000003,0.10955,0.04153666666666666,0.02584,8.666666666666667e-05,0.0,0.0,0.059236666666666674,0.29194000000000003,0.38093,0.21164333333333327,0.05209666666666666,0.0041533333333333335,0.0,0.0,0.0,0.0,0.13051666666666667,0.5454666666666667,0.30579666666666666,0.01822,0.0,0.0,0.0,0.0,0.0,0.0
390.off,FourLeg,-0.7725571399665405,-0.5645251660118318,-0.11829914849251505,-0.6302956246251387,-0.5885658679084198,-0.11723848016553498,-0.7265977781028777,-0.8599796593856961,-0.7962891348858143,-0.7654372495815047,-0.7355029828506264,0.022505889287716525,0.1849,0.20110333333333333,0.14816333333333334,0.12145,0.09808,0.07596,0.05947,0.05210666666666667,0.03963,0.019136666666666663,0.08333,0.33416999999999997,0.21255666666666667,0.15498,0.14179333333333333,0.07317,0.0,0.0,0.0,0.0,0.11945333333333333,0.2665266666666667,0.30090666666666666,0.15158666666666668,0.08257333333333333,0.05051333333333333,0.027956666666666668,0.0004833333333333333,0.0,0.0,0.10684666666666667,0.3780933333333333,0.35036999999999996,0.12764,0.03393,0.00312,0.0,0.0,0.0,0.0,0.21477,0.6072366666666666,0.1728,0.0051933333333333345,0.0,0.0,0.0,0.0,0.0,0.0
